numero_expediente,tipo_obra,fecha_inicio_expediente,registro_obra_mes,registro_obra_anio,metros_cuadrados_obra,direccion_obra,seccion_manzana_parcela,lat,long,altura_obra,calle_obra,barrio_obra,comuna_obra,cp_obra,cpa_obra
11540984/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,506,ZAPIOLA 3738,043-094-016,-34.5516233226214,-58.4750512347315,3738,ZAPIOLA ,Saavedra,Comuna 12,1429,C1429ANT
3532700/17,OBRA NUEVA,2017-09-12,SEPTIEMBRE,2017,1034,SAN ANTONIO 461/63,018-090-018A,-34.6481173515297,-58.3786891355693,461,SAN ANTONIO ,Barracas,Comuna 4,1276,C1276ADC
9586903/17,OBRA NUEVA,2017-09-12,SEPTIEMBRE,2017,402.6,NICARAGUA 5878,035-061B-011,-34.5800610211298,-58.4358776999474,5878,NICARAGUA ,Palermo,Comuna 14,1414,C1414BWJ
10314388/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,1858.2,NICETO VEGA 5682/86,033-068-010,-34.5867613724042,-58.439728875525,5682,NICETO VEGA ,Palermo,Comuna 14,1414,C1414BFF
37608492/15,MODIFICACION Y DEMOLICION PARCIAL,2017-09-12,SEPTIEMBRE,2017,362.36,MONTES DE OCA 110/40,008-007-001D,-34.6297405543678,-58.3758715257837,110,MONTES DE OCA ,Barracas,Comuna 4,1270,C1270AAO
15031238/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,450.47,PATRON 5885,060-024-021,-34.643645553947,-58.5096652270877,5885,PATRON ,Liniers,Comuna 9,1408,C1408FAK
14099197/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-12,SEPTIEMBRE,2017,54.74,CONDARCO 2117,067-072B-013,-34.6091712199164,-58.4790923813207,2117,CONDARCO ,Villa Gral. Mitre,Comuna 11,1416,C1416AQU
25779858/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,460.49,NOGOYA 5275,087-007A-024a,-34.619562124713,-58.5169492979488,5275,NOGOYA ,Villa Devoto,Comuna 11,1417,C1417FOW
18438364/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-12,SEPTIEMBRE,2017,0,B.ENCALADA 3932/34,051-119-004,-34.5693799274307,-58.4741447737969,3932,ENCALADA ,Villa Urquiza,Comuna 12,1430,C1430BOJ
5559396/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,611.9,ZELADA 5378,060-081-006,-34.6447906468612,-58.4997467323384,5378,ZELADA ,Villa Luro,Comuna 10,1440,C1440BWF
19112829/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,337.88,J.V.GONZALEZ 2678,081-071-041,-34.6090651215845,-58.5003246576386,2678,GONZALEZ ,Villa Devoto,Comuna 11,1417,C1417AQL
14770932/17,OBRA NUEVA,2017-09-12,SEPTIEMBRE,2017,216.06,VINCHINA N2 1545,056-137c-014,-34.6488531577224,-58.4674328673711,2,VINCHINA N,,,,
27218212/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,1871.74,J.BONIFACIO 2948/50,048-034-005,-34.6353751718674,-58.4680003729799,2948,BONIFACIO ,Flores,Comuna 7,1406,C1406GYL
16842706/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,497.18,ZELADA 7475,074-017C-017,-34.6598315873836,-58.5164097116191,7475,ZELADA ,Mataderos,Comuna 9,1440,C1440BXU
27299065/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,1543.66,VIAMONTE 1612/16,005-016-002,-34.6013530240469,-58.3893340144538,1612,VIAMONTE ,San Nicolas,Comuna 1,1055,C1055ABF
26152440/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-12,SEPTIEMBRE,2017,1135.46,CASTAÑARES 5800,080-105-007,-34.6744970347062,-58.4803273838321,5800,ARES ,Villa Lugano,Comuna 8,1439,C1439ALQ
13895477/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,1360.19,E.BONORINO 242,048-133-006f,-34.6311733879065,-58.4576946203069,242,BONORINO ,Flores,Comuna 7,1406,C1406DMF
27910125/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,2764.03,F.VALLESE 1946,057-007-006,-34.6196958919736,-58.4601155087707,1946,VALLESE ,Flores,Comuna 7,1406,C1406FSL
10461452/17,MODIFICACION,2017-09-12,SEPTIEMBRE,2017,4203.62,PERU 674/86,002-029-010,-34.6162630704826,-58.3735839465059,674,PERU ,Monserrat,Comuna 1,1068,C1068AAD
18208246/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-12,SEPTIEMBRE,2017,636.58,BOLIVIA 3737,071-093-018,-34.5913632982443,-58.4917258952114,3737,BOLIVIA ,Agronomia,Comuna 15,1419,C1419DTE
37269103/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,1171.25,SAN J.CALASANZ 471,040-037C-016b,-34.6246631601989,-58.4373388866443,471,CALASANZ ,Caballito,Comuna 6,1424,C1424AHI
4570407/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,1175.55,LEZICA 3929/31,017-064B-016,-34.611219243589,-58.4212217706225,3929,LEZICA ,Almagro,Comuna 5,1202,C1202AAA
27219176/16,OBRA NUEVA,2017-09-13,SEPTIEMBRE,2017,1022.28,RAMON L.FALCON 4638,054-028B-005,-34.6385424383077,-58.4920648343951,4638,FALCON ,Villa Luro,Comuna 10,1407,C1407GTB
11021901/17,MODIFICACION,2017-09-13,SEPTIEMBRE,2017,16.9,A.BUFANO 1084,065-095-026,-34.6187565734218,-58.4671239240148,1084,BUFANO ,Flores,Comuna 7,1406,C1406AXH
23775660/16,OBRA NUEVA,2017-09-13,SEPTIEMBRE,2017,672.4,SIMBRON 5441,093-177-043,-34.6179427452472,-58.5231249021087,5441,SIMBRON ,Villa Real,Comuna 10,1408,C1408BHC
17590561/17,OBRA NUEVA,2017-09-13,SEPTIEMBRE,2017,704.66,ALCARAZ 4787,085-054A-016,-34.6204336710897,-58.5034907574816,4787,ALCARAZ ,Monte Castro,Comuna 10,1407,C1407GIM
14672456/17,OBRA NUEVA,2017-09-13,SEPTIEMBRE,2017,619.07,GRIVEO 2940/42,073-024A-005,-34.5854448754738,-58.5033957386289,2940,GRIVEO ,Villa Pueyrredon,Comuna 12,1419,C1419EVP
28009754/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,1998.1,NOGOYA 4077,081-059-019,-34.6096440108933,-58.502336358012,4077,NOGOYA ,Villa Devoto,Comuna 11,1417,C1417FNY
15880982/14,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,1923.91,PEDRO GOYENA 1614/18,042-039-022,-34.6288941877609,-58.4500318095605,1614,PEDRO GOYENA ,Caballito,Comuna 6,1406,C1406GWS
15898186/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,435.46,PUJOL 1341,059-171-014,-34.6077592010066,-58.4521610824772,1341,PUJOL ,Caballito,Comuna 6,1416,C1416CIE
14479897/17,OBRA NUEVA,2017-09-13,SEPTIEMBRE,2017,1846.94,VIDT 1636,019-099-030,-34.5920652567781,-58.4161260934149,1636,VIDT ,Palermo,Comuna 14,1425,C1425DJB
3036932/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-13,SEPTIEMBRE,2017,1168.97,MANZANARES 3226/30,043-081-002A,-34.551746565448,-58.4761656705624,3226,MANZANARES ,Saavedra,Comuna 12,1429,C1429CVB
9460211/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-14,SEPTIEMBRE,2017,1311.71,S.DE LORIA 1464,030-034-003f,-34.6276926605692,-58.4103664621925,1464,DE LORIA ,San Cristobal,Comuna 3,1241,C1241ACD
6325121/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,1256.64,F.ROOSEVELT 1643/45,027-080-026,-34.5533710430232,-58.4528581692135,1643,ROOSEVELT ,Belgrano,Comuna 13,1428,C1428BNC
27804816/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,473.71,HOMERO 367/71,060-127-034,-34.6417795343111,-58.4938470686451,367,HOMERO ,Villa Luro,Comuna 10,1407,C1407IFG
6912477/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,2330.08,AV.SAN MARTIN 3420/26,059-015-003,-34.6019664462844,-58.4710298745134,3420,SAN MARTIN ,,,,
18003845/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,553.8,MIRALLA 1525/27,062-049-030,-34.653534660794,-58.4944211397248,1525,MIRALLA ,Mataderos,Comuna 9,1440,C1440DCS
25695438/15,MODIFICACION,2017-09-14,SEPTIEMBRE,2017,241.26,DE LA CARCOVA 3554/56,015-018-006,-34.5951700034789,-58.4136003204832,3554,DE LA CARCOVA ,Recoleta,Comuna 2,1172,C1172AAB
28012467/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,949.62,QUIROS 2693/97,061-032-017,-34.5886196378628,-58.4736025436658,2693,QUIROS ,Parque Chas,Comuna 15,1427,C1427DAA
19769221/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-14,SEPTIEMBRE,2017,1338.42,ARMENIA 1955,019-090-013,-34.5884698483252,-58.423911906929,1955,ARMENIA ,Palermo,Comuna 14,1414,C1414DKO
18180208/14,OBRA NUEVA,2017-09-15,SEPTIEMBRE,2017,7272.32,SAN JUAN 879,004-003-015a,-34.6222214830504,-58.3777235383906,879,SAN JUAN ,Constitucion,Comuna 1,1147,C1147AAG
35799464/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,2019.48,CACHIMAYO 343,040-019-040,-34.6248095583256,-58.4414717520227,343,CACHIMAYO ,Caballito,Comuna 6,1424,C1424AQG
18606560/14,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,1562.24,NAVARRO 3210,083-234-001,-34.5973580669495,-58.4983911581087,3210,NAVARRO ,Villa Devoto,Comuna 11,1419,C1419HTL
22080139/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,1006.8,SAN IGNACIO 3629/31,036-128-029,-34.6236197268905,-58.4163112745238,3629,SAN IGNACIO ,Boedo,Comuna 5,1231,C1231ADA
7816892/15,MODIFICACION Y DEMOLICION PARCIAL,2017-09-15,SEPTIEMBRE,2017,83.15,J.M.FERNANDEZ 2973,015-159-009,-34.5794124868534,-58.3969359314981,2973,FERNANDEZ ,,,,
27883465/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-15,SEPTIEMBRE,2017,111.04,J.V.GONZALEZ 5050,083-115-037,-34.5912515377232,-58.5163806481662,5050,GONZALEZ ,,,,
9386442/17,MODIFICACION,2017-09-15,SEPTIEMBRE,2017,450.8,ARCOS 4555,029-049-019,-34.5406628985981,-58.4696339537538,4555,ARCOS ,Nu\u00f1ez,Comuna 13,1429,C1429BAI
38649501/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,261.78,CAMARONES  4731,085-058A-023,-34.6250705250329,-58.499291558945,4731,CAMARONES  ,Velez Sarsfield,Comuna 10,1407,C1407FNC
17036897/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-15,SEPTIEMBRE,2017,3485.01,PEDRO GOYENA 835/39,040-034-031,-34.6263408242175,-58.439106372499,835,PEDRO GOYENA ,Caballito,Comuna 6,1424,C1424BSI
16838162/17,MODIFICACION,2017-09-15,SEPTIEMBRE,2017,2661.04,AV.CONGRESO 2650/50A,041-133-006,-34.5573445909551,-58.4640510273378,2650,CONGRESO ,Belgrano,Comuna 13,1428,C1428BVP
12128431/17,OBRA NUEVA,2017-09-15,SEPTIEMBRE,2017,1268.35,ALV.JONTE 2771/75,069-029-024,-34.6086861321436,-58.4810588396346,2771,JONTE ,Villa Del Parque,Comuna 11,1416,C1416EXM
18089478/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,904.03,M.ACHA 4746,055-160-028,-34.5508949217417,-58.4941619329743,4746,ACHA ,,,,
17716279/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,357.02,OB.SANALBERTO 3250,083-254A-008,-34.5856162011326,-58.5097615549613,3250,SANALBERTO ,,,,
12847194/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-15,SEPTIEMBRE,2017,599.5,GRAL.URQUIZA 1990,032-104-021,-34.6343747326956,-58.4071651202769,1990,URQUIZA ,Parque Patricios,Comuna 4,1243,C1243AEP
3913277/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-15,SEPTIEMBRE,2017,0,AV.BELGRANO 4096/00,036-061-013,-34.6164823897367,-58.4237564726818,4096,BELGRANO ,Almagro,Comuna 5,1210,C1210AAV
3034415/15,OBRA NUEVA,2017-09-18,SEPTIEMBRE,2017,1576.3,GRIERSON 222,097-037B-002,-34.5984499527715,-58.3650212490983,222,GRIERSON ,Retiro,Comuna 1,1107,C1107BHA
15249940/17,MODIFICACION,2017-09-18,SEPTIEMBRE,2017,274.3,MATHEU 176/180,020-033-014,-34.6121694993598,-58.3993775249101,176,MATHEU ,Balvanera,Comuna 3,1082,C1082ABD
13978948/17,MODIFICACION,2017-09-18,SEPTIEMBRE,2017,2057.48,THAMES 2450/52,019-173-020b,-34.5819700874661,-58.4220205136434,2450,THAMES ,Palermo,Comuna 14,1425,C1425FIJ
16287685/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-19,SEPTIEMBRE,2017,3.5,AV.MOSCONI 2835/49,073-031-022h,-34.5860358582633,-58.5010553570129,2835,MOSCONI ,Villa Pueyrredon,Comuna 12,1419,C1419EQH
16671821/17,OBRA NUEVA,2017-09-19,SEPTIEMBRE,2017,89.27,CUZCO 488,093-001B-001a,-34.6347702862636,-58.5279640909052,488,CUZCO ,Versalles,Comuna 10,1408,C1408BLJ
20698432/17,OBRA NUEVA,2017-09-19,SEPTIEMBRE,2017,322.36,HABANA 3143,073-003A-015,-34.5915204324302,-58.5021187933802,3143,HABANA ,Villa Pueyrredon,Comuna 12,1419,C1419GPU
21161437/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,1362.92,BOLIVIA 2960,069-049-006,-34.6007168205625,-58.4853577963786,2960,BOLIVIA ,Villa Del Parque,Comuna 11,1417,C1417DDB
20903965/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-19,SEPTIEMBRE,2017,88.45,GRIVEO 4130/32,083-059-004,-34.5945885603698,-58.5183028057491,4130,GRIVEO ,Villa Devoto,Comuna 11,1419,C1419EWN
4043423/13,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,2665.44,J.SALGUERO 835/37,017-108-019,-34.6008722559034,-58.4182261251509,835,SALGUERO ,Almagro,Comuna 5,1177,C1177AEO
10063053/17,OBRA NUEVA,2017-09-19,SEPTIEMBRE,2017,1559.33,VENEZUELA 4383/85,036-028-017d,-34.6183711436344,-58.4264168228046,4383,VENEZUELA ,Almagro,Comuna 5,1211,C1211ABG
17575513/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-19,SEPTIEMBRE,2017,19.95,TAGLE 2874/80,015-159-033a,-34.5797996040083,-58.3968441025936,2874,TAGLE ,Palermo,Comuna 14,1425,C1425EEH
14570204/14,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,1661.13,F.ROOSEVELT 4860/64,053-013-019,-34.5726886194208,-58.4834026854873,4860,ROOSEVELT ,Villa Urquiza,Comuna 12,1431,C1431BZB
11441714/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,289.19,CUENCA 711,065-008B-013b,-34.6245147305622,-58.4762587571822,711,CUENCA ,Flores,Comuna 7,1406,C1406ARM
8445006/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,152.44,FONROUGE 848,060-020A-013a,-34.6469098194183,-58.5055949754654,848,FONROUGE ,Liniers,Comuna 9,1440,C1440CYB
29637597/15,MODIFICACION Y DEMOLICION PARCIAL,2017-09-19,SEPTIEMBRE,2017,401.15,CHARLONE 790,037-006-010,-34.5823308272748,-58.4540723513155,790,CHARLONE ,Chacarita,Comuna 15,1427,C1427BXP
9306390/17,OBRA NUEVA,2017-09-19,SEPTIEMBRE,2017,1305.75,AGUERO 1025/35,015-100-016,-34.5981675736569,-58.4095207541973,1025,AGUERO ,,,,
39456756/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,3408.9,SOLER 5722,035-074-001c,-34.5804205295838,-58.433498348529,5722,SOLER ,Palermo,Comuna 14,1425,C1425BYJ
27698224/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,1150.57,MURGUIONDO 111,072-123-001b,-34.6410320690757,-58.5182232978968,111,MURGUIONDO ,Liniers,Comuna 9,1408,C1408GYC
39431255/15,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-19,SEPTIEMBRE,2017,1028.22,NEUQUEN 2315,065-096-028,-34.6188554567396,-58.4656163941765,2315,NEUQUEN ,Flores,Comuna 7,1406,C1406FOQ
14484656/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-20,SEPTIEMBRE,2017,1733.47,M.CERVANTES 1765/67,059-053-023,-34.6065475941802,-58.4651794742525,1765,CERVANTES ,Monte Castro,Comuna 10,1407,C1407BHE
20554889/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-21,SEPTIEMBRE,2017,258.38,LINCOLN 4234,083-050-016,-34.5997321545329,-58.513999226403,4234,LINCOLN ,Villa Devoto,Comuna 11,1419,C1419IFU
26858209/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-21,SEPTIEMBRE,2017,194.34,JUAN A.GARCIA 5449,091-090-037,-34.6290505813531,-58.508282149165,5449,GARCIA ,,,,
16012396/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-21,SEPTIEMBRE,2017,799.97,SALCEDO 3570,032-035-011,-34.6346515421564,-58.4149149401443,3570,SALCEDO ,Boedo,Comuna 5,1259,C1259ABT
20764769/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-21,SEPTIEMBRE,2017,935.98,BOLIVIA 3068/70,071-074-014d,-34.5997649922194,-58.486656621441,3068,BOLIVIA ,Villa Del Parque,Comuna 11,1417,C1417DDD
27915464/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,953.34,CONDE 1450,037-059-007,-34.5745221113584,-58.4578029525433,1450,CONDE ,Colegiales,Comuna 13,1426,C1426AZD
25268105/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-22,SEPTIEMBRE,2017,88.32,MARIANO ACHA 3546,053-071-029,-34.5609133398639,-58.4872114314721,3546,MARIANO ACHA ,Saavedra,Comuna 12,1430,C1430DVT
17265624/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,1022.12,JARAMILLO 2226/28,029-014B-003B,-34.5478290582572,-58.4663254703296,2226,JARAMILLO ,Nu\u00f1ez,Comuna 13,1429,C1429CRH
18070673/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,566.29,AV.PATRICIOS 30/34,008-063-005,-34.6302970213994,-58.3697595090705,30,PATRICIOS ,Boca,Comuna 4,1265,C1265ADN
15234193/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,492.69,F.DE ENCISO 3534,089-097A-025,-34.607061766463,-58.5131572586327,3534,DE ENCISO ,Villa Devoto,Comuna 11,1419,C1419GCN
15775842/17,MODIFICACION,2017-09-22,SEPTIEMBRE,2017,1960.92,AV.MONROE 1551/55,027-090-016,-34.553621720448,-58.4512247233,1551,MONROE ,Belgrano,Comuna 13,1428,C1428BKQ
28031838/16,OBRA NUEVA,2017-09-22,SEPTIEMBRE,2017,2075.68,PARAGUAY 4559,019-141-019,-34.5845052684303,-58.4239999812705,4559,PARAGUAY ,Palermo,Comuna 14,1425,C1425BSO
15574944/17,OBRA NUEVA,2017-09-22,SEPTIEMBRE,2017,12465.56,AV.CORRIENTES 5431/43,031-005-020A,-34.5980327755575,-58.4399990588366,5431,CORRIENTES ,Villa Crespo,Comuna 15,1414,C1414AJH
13934025/17,MODIFICACION,2017-09-22,SEPTIEMBRE,2017,1348.76,PADRE F.GROTE 753,010-117-003,-34.6426757320203,-58.3608264830246,753,GROTE ,Boca,Comuna 4,,
29566343/15,MODIFICACION Y DEMOLICION PARCIAL,2017-09-22,SEPTIEMBRE,2017,126.66,N.OROÑO 2182/86,059-120-033,-34.6018520787876,-58.4604055081305,2182,O ,,,,
14062580/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,245.29,CAMPANA 5169,083-254B-008,-34.5861529350493,-58.5100188917791,5169,CAMPANA ,Villa Pueyrredon,Comuna 12,1419,C1419AHW
16570084/17,OBRA NUEVA,2017-09-22,SEPTIEMBRE,2017,875.69,T. GARCIA 3243/45,037-049-032,-34.5781275874725,-58.4504519878414,3243, GARCIA ,,,,
14249857/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,254.11,J.P.TAMBORINI 3924,053-013-001b,-34.5732236965996,-58.4835014074766,3924,TAMBORINI ,Coghlan,Comuna 12,1430,C1430ARN
25968003/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,1237.21,HELGUERA 733/35,065-018-015,-34.6239008544824,-58.4750528212587,733,HELGUERA ,Flores,Comuna 7,1406,C1406APM
26838819/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,1081.12,24 DE NOVIEMBRE 1262,030-049-012,-34.6261698856068,-58.4094521893828,1262, DE NOVIEMBRE ,,,,
6818128/17,MODIFICACION,2017-09-22,SEPTIEMBRE,2017,0,SARMIENTO 662/64,001-019-005,-34.6052465536763,-58.3754419553967,662,SARMIENTO ,San Nicolas,Comuna 1,1041,C1041AAN
22232955/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,1937.95,AV.F.BEIRO 3532,081-120-004,-34.6008110909373,-58.5017815435131,3532,BEIRO ,Villa Del Parque,Comuna 11,1419,C1419HYW
11693629/16,MODIFICACION Y DEMOLICION PARCIAL,2017-09-22,SEPTIEMBRE,2017,0,J.B.ALBERDI 6224/28,076-148-004,-34.6554179641392,-58.5052040915647,6224,ALBERDI ,Mataderos,Comuna 9,1440,C1440ABN
7958428/17,MODIFICACION,2017-09-22,SEPTIEMBRE,2017,27.17,URIBURU 1789/99,011-051-002f,-34.5896522373948,-58.3932619695469,1789,URIBURU ,Recoleta,Comuna 2,1114,C1114AAS
7640319/14,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-22,SEPTIEMBRE,2017,1011.71,J.A.CABRERA 3986,019-004-006,-34.5970030762965,-58.4223359885516,3986,CABRERA ,Palermo,Comuna 14,1186,C1186AAX
12664126/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-22,SEPTIEMBRE,2017,42.84,SUPERI 4447,043-062-013,-34.5477552594693,-58.4822560266761,4447,SUPERI ,Saavedra,Comuna 12,1430,C1430FGG
11691945/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-25,SEPTIEMBRE,2017,1303.1,PLANES 1069,057-119-022,-34.6119539291105,-58.4477418213814,1069,PLANES ,Caballito,Comuna 6,1405,C1405DBI
2928529/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-26,SEPTIEMBRE,2017,0,TERRADA 1898,067-045-001C,-34.6123745390003,-58.4787999060758,1898,TERRADA ,Villa Santa Rita,Comuna 11,1416,C1416ARP
17173185/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-26,SEPTIEMBRE,2017,733.82,PIZARRO 6851,074-070-036,-34.6543495542322,-58.5127271101767,6851,PIZARRO ,Mataderos,Comuna 9,1440,C1440CAI
20369255/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-26,SEPTIEMBRE,2017,6398.27,CASTAÑEDA 1854/60,025-113-033A,-34.5542806685026,-58.4364783554689,1854,EDA ,,,,
17693906/17,MODIFICACION,2017-09-26,SEPTIEMBRE,2017,70.5,BARZANA 1830,051-022-025,-34.5829469713789,-58.4848513171049,1830,BARZANA ,Villa Urquiza,Comuna 12,1431,C1431EAJ
21765380/17,MODIFICACION,2017-09-26,SEPTIEMBRE,2017,4269.42,WASHINGTON 3364/72,041-009-032,-34.5584921564906,-58.4786678863162,3364,WASHINGTON ,Coghlan,Comuna 12,1430,C1430EUR
15566666/17,MODIFICACION,2017-09-26,SEPTIEMBRE,2017,2422.02,OLAZABAL 2957,039-065-013A,-34.5634035664377,-58.4631216891296,2957,OLAZABAL ,Belgrano,Comuna 13,1428,C1428DHL
8881445/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-26,SEPTIEMBRE,2017,1819.71,OTAMENDI 579/83,045-133B-010h,-34.6103135047082,-58.4332722994546,579,OTAMENDI ,Caballito,Comuna 6,1405,C1405BRG
9780132/17,MODIFICACION Y DEMOLICION PARCIAL,2017-09-26,SEPTIEMBRE,2017,130.14,RAMON FREIRE 4715,043-090-014,-34.5448560338462,-58.482018221313,4715,RAMON FREIRE ,Saavedra,Comuna 12,1429,C1429ATK
38612882/15,OBRA NUEVA,2017-09-26,SEPTIEMBRE,2017,2249.69,J.D.PERON 3509/25,013-015-024a,-34.60723928167,-58.4159660092307,3509,PERON ,,,,
16869028/17,MODIFICACION,2017-09-26,SEPTIEMBRE,2017,1276.61,CONDE 2340,039-036-019,-34.5656746316265,-58.467145010738,2340,CONDE ,Belgrano,Comuna 13,1428,C1428DBD
16128434/17,MODIFICACION,2017-09-26,SEPTIEMBRE,2017,3153.11,YERBAL 1950/54,065-128A-003c,-34.6265336087346,-58.4572433731663,1950,YERBAL ,Flores,Comuna 7,1406,C1406GJT
14804759/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-26,SEPTIEMBRE,2017,1917.05,M.UGARTE 1734,027-069-004,-34.5535252474366,-58.454327060639,1734,UGARTE ,Belgrano,Comuna 13,1428,C1428BRF
12164203/17,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-26,SEPTIEMBRE,2017,7746.63,INDEPENDENCIA 4140,036-039-005a,-34.6224624108937,-58.4236793183521,4140,INDEPENDENCIA ,Boedo,Comuna 5,1226,C1226AAT
21993470/17,MODIFICACION,2017-09-27,SEPTIEMBRE,2017,2713.3,AV.RIVADAVIA 8879/81,077-042-018,-34.6357215830785,-58.4885565145771,8879,RIVADAVIA ,Velez Sarsfield,Comuna 10,1407,C1407DYK
27355166/16,OBRA NUEVA Y DEMOLICION TOTAL,2017-09-27,SEPTIEMBRE,2017,450.67,PAVON 2200,022-038-008b,-34.6273111376081,-58.3947911855992,2200,PAVON ,San Cristobal,Comuna 3,1248,C1248AAQ
